Date,Open,High,Low,Close,Volume,Adj Close
2012-02-10,12889.55,12889.55,12712.26,12801.23,3877580000,12801.23
2012-02-09,12884.41,12978.18,12820.68,12890.46,4209890000,12890.46
2012-02-08,12865.94,12947.37,12789.20,12883.95,4096730000,12883.95
2012-02-07,12844.44,12931.10,12753.40,12878.20,3742460000,12878.20
2012-02-06,12860.79,12888.80,12755.97,12845.13,3379700000,12845.13
2012-02-03,12705.11,12917.14,12705.11,12862.23,4608550000,12862.23
2012-02-02,12716.54,12785.49,12650.24,12705.41,4120920000,12705.41
2012-02-01,12632.76,12826.51,12632.76,12716.46,4504360000,12716.46
2012-01-31,12654.78,12756.05,12542.85,12632.91,4235550000,12632.91
